code,name,last_price,pe_ratio,pb_ratio,volume,volume_ratio,total_score
SH.603008,Sleemon Healthy Sleep Technology,16.65,19.028,1.642,17348868,1.165,16.6276
SH.603198,Anhui Yingjiagongjiu,31.73,9.802,2.499,2425440,0.755,16.6206
SH.603567,HeiLongJiang ZBD Pharmaceutical,6.84,14.678,0.883,9396464,0.679,16.6038
SH.603180,Goldenhome Living,18.43,14.264,1.023,708000,0.487,16.6002
SH.603883,LBX Pharmacy Chain Joint Stock,13.35,19.517,1.516,8553464,1.008,16.561
SZ.000625,Chongqing Changan Automobile,10.0,13.531,1.293,51936374,0.849,16.554000000000002
SZ.000528,Guangxi Liugong Machinery,9.32,14.294,1.04,30405679,0.713,16.5516
SH.600742,Changchun FAWAY Group Automobile Components,10.09,14.729,0.896,7751008,0.477,16.549799999999998
SZ.300577,Anhui Korrun,18.17,11.434,1.998,1300800,0.833,16.543200000000002
SZ.002541,Anhui Honglu Steel Construction,21.73,19.419,1.566,12374653,1.295,16.5298
SH.600933,"IKD Co., Ltd.",16.9,18.53,1.864,11817846,1.082,16.5268
SH.601199,Jiangsu Jiangnan Water,5.93,13.79,1.226,9609312,0.702,16.5192
SH.601857,Petrochina,11.94,13.266,1.402,273889333,0.731,16.5168
SZ.002034,Wangneng Environment,18.14,14.04,1.147,5216910,0.693,16.511400000000002
SH.605368,Henan Lantian Gas,8.38,11.903,1.861,8408920,0.67,16.5084
SH.601019,Shandong Publishing&Media,8.54,14.022,1.155,6634263,0.787,16.5078
SH.600210,Shanghai Zijiang Enterprise Group,6.84,12.833,1.555,18890760,0.75,16.5012
SH.603279,Jingjin Equipment Inc.,16.39,11.134,2.131,7429874,0.665,16.4838
SH.601137,Ningbo Boway Alloy Material,18.44,12.51,1.682,11286256,0.705,16.4664
SH.600648,Shanghai Waigaoqiao Free Trade Zone Group,10.35,14.785,0.927,2706451,0.629,16.4604
SH.600597,Bright Dairy & Food,7.49,14.293,1.092,6036799,0.743,16.458599999999997
SH.600901,Jiangsu Financial Leasing,6.55,12.893,1.563,32979680,0.857,16.450799999999997
SH.603367,Cisen Pharmaceutical,15.84,14.092,1.165,3890299,0.602,16.4478
SH.600507,Fangda Special Steel Technology,5.62,13.808,1.28,21989405,0.643,16.4112
SZ.002736,Guosen,11.28,14.064,1.201,22120013,0.411,16.3998
SZ.300439,Medicalsystem Biotechnology,9.42,14.038,1.224,3722500,0.613,16.374
SH.601766,CRRC Corporation,6.28,14.537,1.061,101009470,0.614,16.368
SH.603889,Zhejiang Xinao Textiles Inc.,7.67,13.066,1.557,4863961,0.59,16.357799999999997
SH.600873,Meihua Holdings Group,11.48,11.75,1.997,38270358,0.604,16.3554
SZ.002073,"Mesnac Co.,Ltd.",7.06,14.233,1.174,12511400,0.602,16.347
SH.600664,Harbin Pharmaceutical Group,3.33,13.32,1.481,21886555,0.754,16.3422
SZ.003013,Guangzhou Metro Design & Research Institute,13.54,12.433,1.786,1756200,0.745,16.3254
SH.603209,Xingtong Shipping,14.6,13.543,1.427,2414900,0.426,16.305600000000002
SH.600727,Shan Dong Lu Bei Chemical,7.09,14.352,1.169,17253209,0.797,16.2846
SH.600050,China United Network Communications,4.49,15.376,0.832,131360015,0.465,16.276799999999998
SZ.000661,Changchun High-Tech Industry,84.7,13.376,1.501,2896179,0.696,16.2726
SH.603201,Changshu Tongrun Auto Accessory,16.22,12.563,1.782,1949764,0.613,16.254599999999996
SZ.301015,Qingdao Baheal Medical INC.,21.99,16.709,4.853,8874087,2.215,16.2392
SH.600982,Ningbo Energy Group,6.68,26.196,1.695,243165335,1.801,16.2314
SH.601108,Caitong,7.6,15.079,0.962,34866051,0.757,16.220999999999997
SZ.002128,Inner Mongolia Dian Tou Energy Corporation,29.78,12.496,1.825,15379324,0.683,16.217399999999998
SH.600380,Joincare Pharmaceutical Group Industry,10.65,14.05,1.31,12115068,0.892,16.212
SH.601098,China South Publishing & Media Group,10.9,14.285,1.242,5475424,0.522,16.1934
SZ.002457,Qinglong Pipes Industry Group,10.92,13.599,1.476,8970000,0.598,16.183799999999998
SH.601900,Southern Publishing and Media,12.92,14.074,1.319,5823000,0.651,16.1814
SZ.002081,Suzhou Gold Mantis Construction Decoration,3.31,16.146,0.64,25898402,0.889,16.1604
SH.601881,China Galaxy,13.18,14.372,1.24,28662772,0.802,16.1448
SZ.000612,JiaoZuo Wanfang Aluminum Manufacturing,11.24,12.516,1.863,27436434,0.561,16.137
SH.603833,Oppein Home Group Inc.,54.1,12.678,1.811,1023815,0.45,16.133399999999998
SH.600300,VV Food & Beverage,3.42,13.464,1.57,28745350,0.618,16.0956
SZ.300406,"Beijing Strong Biotechnologies, Inc.",11.55,12.72,1.826,2547506,0.602,16.0812
SH.603558,Zhejiang Jasan Holding Group,14.2,12.013,2.074,18828500,0.975,16.059
SH.601016,CECEP Wind-Power Corporation,5.31,25.652,1.982,1481025929,1.752,16.041199999999996
SZ.002014,Huangshan Novel,11.93,15.615,3.113,4043571,1.121,16.0276
SZ.002011,Zhejiang Dun'an Artificial Environment,11.96,12.304,2.004,9930568,0.534,16.010399999999997
SZ.001233,Haian Rubber Group,63.13,17.291,2.568,1720963,1.253,16.003
SH.603402,Shaanxi Tourism Culture Industry Holding,136.78,20.67,3.671,1792618,1.646,15.990199999999998
SZ.002852,Daodaoquan Grain and Oil,9.51,14.005,1.456,7646200,0.427,15.976199999999997
SH.600496,Changjiang & Jinggong Steel Building,4.06,15.797,0.878,19114200,0.736,15.941399999999998
SH.603613,Beijing United Information Technology,24.98,12.372,2.027,6060652,0.551,15.9282
SZ.002479,Zhejiang Fuchunjiang Environmental Thermoelectric,5.99,21.469,1.229,130497803,5.177,15.9064
SH.600219,Shandong Nanshan Aluminium,6.0,14.251,1.42,154358300,0.603,15.8934
SZ.002615,ZheJiang Haers Vacuum Containers,7.57,12.308,2.074,9318100,0.767,15.881999999999998
SH.601139,Shenzhen Gas Corporation,7.35,14.525,1.338,59914777,0.641,15.876599999999998
SH.600348,Shan Xi Hua Yang Group New Energy,9.22,14.943,1.204,31455504,0.586,15.866999999999999
SH.601952,Jiangsu Provincial Agricultural Reclamation and Development,10.11,19.075,2.05,19229700,1.016,15.865
SH.603707,Nanjing King-Friend Biochemical Pharmaceutical,9.43,18.454,2.272,12959235,1.01,15.838
SZ.300360,Hangzhou Sunrise Technology,16.16,12.498,2.041,7423830,0.753,15.8274
SH.601866,COSCO SHIPPING Development,2.78,21.718,1.194,220468411,1.464,15.820000000000002
SH.600061,SDIC Capital,6.82,16.199,0.812,25712869,0.761,15.818999999999999
SH.600731,Hunan Haili Chemical Industry,7.09,14.926,1.25,8534590,0.802,15.794399999999998
SZ.002412,Hunan Hansen Pharmaceutical,6.33,14.452,1.408,8098129,0.737,15.794399999999998
SZ.002867,Chow Tai Seng Jewellery,11.74,12.61,2.035,5221300,0.759,15.770999999999999
SZ.002557,Chacha Food,21.13,12.584,2.058,3339432,0.509,15.7452
SZ.001914,China Merchants Property Operation & Service,9.87,15.893,0.969,5206500,0.503,15.719999999999997
SZ.000830,Luxi Chemical Group,15.18,14.253,1.517,44957512,0.904,15.717599999999997
SH.601211,Guotai Haitong,16.76,22.679,0.94,91563875,1.022,15.7006
SZ.002697,Chengdu Hongqi Chain,5.42,14.151,1.571,18519234,0.659,15.6816
SZ.002375,Zhejiang Yasha Decoration,3.86,17.079,0.631,10010900,0.597,15.616799999999998
SZ.001286,Shaanxi Energy Investment,11.38,14.189,1.629,28516141,0.703,15.5544
SH.603100,Chongqing Chuanyi Automation,19.05,12.565,2.171,6840175,0.626,15.553200000000002
SH.688408,Arctech Solar Holding,38.12,13.222,1.962,7743969,0.933,15.5352
SH.600941,China Mobile Limited,93.87,14.69,1.485,7376464,0.579,15.513000000000002
SH.601928,Jiangsu Phoenix Publishing&Media Corporation,9.69,15.429,1.243,7040887,0.709,15.505199999999999
SZ.002616,Guangdong Chant Group Inc.,6.83,27.103,1.798,84235893,1.76,15.501799999999998
SZ.000932,Hunan Valin Steel,5.11,17.263,0.634,80464819,0.808,15.500999999999998
SH.601728,China Telecom Corporation,5.73,15.785,1.137,135506400,0.761,15.482399999999998
SZ.002567,Tangrenshen Group,3.99,16.088,1.042,18545200,0.621,15.4716
SZ.002546,Nanjing Xinlian Electronics,9.14,13.189,2.009,33492700,0.84,15.470399999999998
SH.600707,Caihong Display Devices,5.68,16.416,0.935,16956622,0.705,15.467399999999998
SH.600361,Innovation New Material Technology,4.09,15.092,1.38,60601349,0.807,15.460799999999997
SZ.000850,Anhui Huamao Textile,4.92,16.184,1.019,9670670,0.711,15.455399999999997
SZ.300641,Jiangsu Zhengdan Chemical Industry,20.39,9.006,3.421,29312709,0.639,15.438600000000001
SH.603661,Henglin Home Furnishings,30.19,15.956,1.107,651000,0.77,15.433799999999998
SH.601921,Zhejiang Publishing & Media,7.61,15.626,1.243,6078510,0.633,15.386999999999999
SH.601886,Jangho Group,8.35,15.491,1.295,9419408,0.498,15.374399999999998
SZ.002588,Stanley Agriculture Group,10.4,14.504,1.635,28746181,0.939,15.3546
SH.600897,Xiamen International Airport,15.76,15.241,1.392,2826713,0.882,15.349799999999998
SZ.002116,China Haisum Engineering,10.13,14.069,1.784,5152500,0.714,15.347399999999995
SZ.002737,Sunflower Pharmaceutical Group,12.01,14.246,1.73,2763737,0.579,15.3384
SH.601868,China Energy Engineering Corporation,3.18,15.82,1.208,1381025256,0.732,15.3336
SZ.002395,Wuxi Double Elephant Micro Fibre Material,17.63,10.017,3.145,8674668,0.96,15.328800000000001
SZ.002223,Jiangsu Yuyue Medical Equipment & Supply,33.3,18.489,2.544,9020576,1.163,15.327399999999999
SH.601225,Shaanxi Coal Industry,26.24,11.379,2.694,39978758,0.596,15.3234
SZ.000848,Cheng De Lolo,7.85,12.021,2.481,4785527,0.575,15.3216
SH.603167,Bohai Ferry Group,9.24,15.794,1.234,4659296,0.505,15.302399999999999
SH.601168,Western Mining,25.08,16.402,3.256,65548776,1.049,15.297999999999998
SH.600096,Yunnan Yuntianhua,33.97,12.012,2.519,54651639,0.699,15.258599999999998
SH.603393,Xinjiang Xintai Natural Gas,39.24,14.034,1.85,18709024,0.803,15.249599999999997
SH.601018,Ningbo Zhoushan Port,4.17,16.547,1.018,44250826,0.796,15.239399999999998
SZ.000708,CITIC Pacific Special Steel Group,16.31,13.88,1.91,12108572,0.712,15.233999999999998
SZ.002662,Beijing Fengjing Automotive Parts,3.73,15.805,1.27,20205713,0.954,15.230999999999998
SZ.000065,NORINCO International Cooperation,13.88,15.353,1.447,48618780,0.988,15.183599999999998
SZ.300349,Goldcard Smart Group,13.67,15.84,1.288,9620348,0.917,15.177599999999998
SZ.300815,Eit Environmental Development Group,20.52,14.22,1.853,2983112,0.547,15.1326
SZ.000019,Shenzhen Cereals Holdings,7.82,27.73,1.806,44016594,2.133,15.1112
SZ.002233,Guangdong Tapai Group,9.23,17.092,0.913,7911823,0.576,15.101399999999998
SZ.002788,Luyan Pharma,13.38,15.033,1.604,10195000,0.891,15.093
SH.688819,"Tianneng Battery Group Co.,Ltd",33.22,20.775,1.916,6786942,1.013,15.0862
SH.603365,Shanghai Shuixing Home Textile,20.22,14.473,1.797,913100,0.742,15.081599999999998
SZ.000650,Renhe Pharmacy,5.57,16.191,1.227,13914300,0.716,15.076799999999999
SH.688009,China Railway Signal & Communication Corporation,5.61,16.12,1.254,34050750,0.679,15.070799999999997
SH.603866,"Toly Bread Co., Ltd.",4.99,15.306,1.528,7750703,0.579,15.065999999999999
SZ.000999,China Resources Sanjiu Medical & Pharmaceutical,27.99,13.613,2.1,13237119,0.853,15.0522
SZ.300194,Fuan Pharmaceutical,3.94,16.765,1.052,12850077,0.782,15.0474
SH.600784,Luyin Investment Group,6.96,15.605,1.441,7203797,0.801,15.043199999999997
SH.600258,BTG Hotels,16.0,22.16,1.482,16997900,1.063,15.036399999999999
SH.600578,Beijing Jingneng Power,5.62,21.867,1.583,79363971,1.205,15.0304
SZ.300482,Guangzhou Wondfo Biotech,18.25,15.208,1.584,4680046,0.654,15.024
SH.600710,Sumec Corporation,12.39,14.095,1.967,10785216,0.476,15.002399999999998
SH.603385,Huida Sanitary Ware,6.58,18.027,0.667,2851300,0.457,14.983199999999998
SZ.000902,YONFER Agricultural Technology,15.65,14.933,1.705,12771899,0.651,14.971199999999998
SH.603565,Shanghai Zhonggu Logistics,11.26,12.883,2.393,17275966,0.89,14.962800000000001
SZ.300160,Jiangsu Xiuqiang Glasswork,6.07,21.373,1.791,33463740,1.057,14.952399999999999
SZ.002100,Tecon Biology Co.Ltd,7.1,16.027,1.351,19263508,0.48,14.952
SH.600794,Zhang Jia Gang Freetrade Science & Technology Group,3.78,21.6,1.726,31395000,1.264,14.933200000000001
SH.601377,Industrial,6.02,23.984,0.933,74197030,1.072,14.9302
SZ.300039,Shanghai Kaibao Pharmaceutical,5.78,16.1,1.339,16854000,0.885,14.929799999999997
SZ.300498,Wens Foodstuff Group,16.68,12.025,2.701,30572536,0.544,14.9232
SH.601699,"Shanxi Lu’an Environmental Energy Dev.Co.,Ltd",14.26,17.411,0.912,43177682,0.919,14.911799999999998
SH.601633,Great Wall Motor,20.73,13.978,2.06,10546924,0.487,14.905199999999999
SZ.300514,Shenzhen Friendcom Technology Development,12.79,12.906,2.42,4873454,0.692,14.900400000000001
SZ.300002,Beijing Ultrapower Software,9.37,12.906,2.43,28083159,0.748,14.8824
SZ.002217,Holitech Technology,2.41,11.871,9.64,220208600,1.305,14.877399999999998
SH.603111,Nanjing Kangni Mechanical&Electrical,6.5,15.97,1.412,4950500,0.688,14.876399999999997
SZ.002101,Guangdong Hongtu Technology,10.9,17.44,0.926,4344796,0.692,14.869199999999998
SH.603202,Heilongjiang Tianyouwei Electronics,94.84,13.352,2.289,934000,0.764,14.868599999999999
SZ.002478,Jiangsu Changbao Steeltube,10.81,15.355,1.648,22750315,0.547,14.820599999999999
SH.688101,Suntar Environmental Technology,15.86,16.729,1.211,1601796,0.633,14.782799999999998
SH.600030,CITIC,24.13,16.482,1.295,113838924,0.877,14.779799999999996
SH.600323,Grandblue Environment,30.81,15.095,1.767,6311075,0.854,14.7624
SH.600256,Guanghui Energy,6.89,14.881,1.848,232280284,0.646,14.745000000000001
SZ.002701,ORG Technology,5.08,16.44,1.329,18005222,0.688,14.7438
SZ.002226,Anhui Jiangnan Chemical Industry,5.47,16.279,1.413,17614340,0.616,14.6892
SH.601222,Jiangsu Linyang Energy,6.53,17.89,0.876,47615472,0.985,14.6892
SH.601801,Anhui Xinhua Media,6.28,17.444,1.026,7853708,0.612,14.6868
SH.601083,"Shanghai Jinjiang Shipping(Group)Co.,Ltd.",12.13,15.373,1.717,8724664,0.73,14.685599999999999
SH.603187,Qingdao Hiron Commercial Cold Chain,14.93,16.316,1.403,2991273,0.515,14.685
SH.600681,Bestsun Energy,5.09,21.386,1.943,159374873,1.232,14.671
SZ.000937,Jizhong Energy Resources,5.91,17.28,1.095,34854900,0.859,14.661000000000001
SZ.002489,Yotrio Group,3.39,15.915,1.567,23959632,0.868,14.6304
SH.605077,Zhejiang Huakang Pharmaceutical,14.42,16.275,1.451,1244657,0.398,14.623199999999999
SH.600057,Xiamen Xiangyu,8.15,16.332,1.436,16778802,0.841,14.616
SH.601021,Spring Airlines,46.18,19.879,2.485,12822905,1.09,14.599599999999997
SH.600019,Baoshan Iron & Steel,6.31,18.668,0.672,78359495,0.658,14.5896
SH.605158,Zhejiang Huada New Materials,7.28,16.213,1.506,2833740,0.737,14.561399999999999
SH.603609,Wellhope Foods,6.75,17.904,0.949,4154580,0.692,14.5494
SZ.300230,Shanghai Yongli Belting,4.72,17.226,1.177,14002491,0.776,14.5458
SH.600603,Guanghui Logistics,7.33,17.206,1.197,20376664,0.665,14.521799999999997
SH.600133,Wuhan East Lake High Technology Group,8.73,17.636,1.06,15006710,0.667,14.510399999999997
SZ.300193,Shenzhen Jasic Technology,8.39,15.652,1.734,7030334,0.62,14.487599999999997
SZ.002381,Zhejiang Double Arrow Rubber,6.42,17.211,1.244,8107021,0.87,14.4342
SZ.000513,Livzon Pharmaceutical Group Inc.,33.22,14.576,2.123,5462147,0.909,14.433
SZ.000538,Yunnan Baiyao Group,54.26,20.383,2.436,9261805,1.102,14.3854
SZ.002296,Henan Splendor Science & Technology,11.04,15.659,1.79,14124900,0.813,14.382599999999998
SH.600109,Sinolink,8.3,18.403,0.882,20864806,0.697,14.3706
SH.603987,Shanghai Kindly Enterprise Development Group,8.36,16.957,1.368,4409923,0.639,14.363399999999997
SZ.000755,Shanxi Hi-speed Group,5.34,16.792,1.439,6716221,0.696,14.334599999999998
SZ.002841,Guangzhou Shiyuan Electronic Technology,32.96,22.637,1.719,5066724,1.093,14.323599999999999
SZ.300770,Guangdong South New Media,38.7,13.404,2.577,2372175,0.867,14.319
SZ.300122,Chongqing Zhifei Biological Products,14.78,17.532,1.206,13629320,0.805,14.31
SZ.000779,Gansu Engineering Consulting Group,8.94,18.06,1.051,8168000,0.633,14.2722
SH.600801,Huaxin Building Materials Group,19.97,17.185,1.344,7065003,0.62,14.2698
SH.605555,Ningbo Dechang Electrical Machinery Made,16.81,19.799,2.696,17483035,3.101,14.2678
SH.600779,Sichuan Swellfun,32.45,11.795,3.142,2402700,0.872,14.2674
SZ.001323,De Rucci Healthy Sleep,24.61,13.951,2.424,863025,0.722,14.266199999999998
SZ.002252,Shanghai RAAS Blood Products,5.83,17.666,1.191,19524866,0.619,14.2566
SZ.000858,Wuliangye Yibin,101.28,12.342,2.967,9592448,0.739,14.2542
SH.601216,Inner Mongolia Junzheng Energy & Chemical Group,5.47,16.475,1.601,100207682,0.907,14.233199999999997
SZ.002432,Andon Health,62.4,17.386,1.307,28647630,0.524,14.215799999999998
SH.600208,Quzhou Xin'an Development,3.11,26.134,0.635,99904897,1.499,14.176599999999999
SH.601567,Ningbo Sanxing Medical Electric,28.61,17.792,3.424,29060756,1.089,14.1616
SH.603351,Nanjing Well Pharmaceutical Group,24.28,22.46,1.869,1064400,1.277,14.159799999999999
SZ.002540,Jiangsu Asia-Pacific Light Alloy Technology,6.31,17.054,1.455,10853200,0.67,14.1486
SH.601038,First Tractor,13.0,15.834,1.862,7255864,0.629,14.147999999999998
SH.603281,Hubei Jianghan New Materials,32.73,20.291,2.6,3925882,1.123,14.145399999999999
SZ.301296,Shandong Newjf Technology Packaging,7.72,17.829,1.199,2928245,0.811,14.1444
SH.601061,"CITIC Metal Co., Ltd",11.47,20.892,2.418,21401041,1.342,14.1124
SH.605080,Zhejiang Natural Outdoor Goods Inc.,22.45,17.163,1.444,780160,0.568,14.103
SH.600938,CNOOC Limited,40.93,14.104,2.476,63708531,0.617,14.080800000000002
SZ.001308,Shenzhen KTC Technology,19.42,16.402,1.722,1547288,0.619,14.059199999999999
SZ.002367,Canny Elevator,7.46,16.651,1.644,5853271,0.618,14.0502
SH.605183,Quechen Silicon Chemical,19.46,14.969,2.232,2109800,0.536,14.001
SH.601500,Jiangsu General Science Technology,4.32,18.382,1.118,11155900,0.699,13.958399999999997
SZ.002444,Hangzhou GreatStar Industrial,30.63,15.878,1.965,10957620,0.661,13.9362
SH.600179,Antong Holdings,4.4,17.12,1.57,43018656,0.796,13.902
SH.601330,Dynagreen Environmental Protection Group,9.61,23.496,1.683,115453606,1.095,13.873000000000001
SH.603733,"Xianhe Co.,Ltd.",22.78,16.064,1.945,2333542,0.467,13.8606
SZ.000088,Shenzhen Yan Tian Port Holdings,4.64,17.846,1.364,40626593,0.777,13.837200000000001
SH.600529,Shandong Pharmaceutical Glass,18.26,17.574,1.46,4187560,0.61,13.827599999999999
SZ.002247,Zhejiang Juli Culture Development,2.84,11.093,3.631,30225200,0.836,13.808399999999999
SZ.002597,Anhui Jinhe Industrial,23.02,23.489,1.728,11895697,1.227,13.796199999999999
SH.600809,Shanxi Xinghuacun Fen Wine Factory,147.8,14.728,4.649,5730002,1.244,13.795
SZ.300873,Hichain Logistics,21.88,17.201,1.604,2289767,0.712,13.792200000000001
SZ.000153,Anhui Fengyuan Pharmaceutical,6.2,17.919,1.371,5766267,0.657,13.780799999999997
SH.603355,Kingclean Electric,28.23,13.154,2.962,1401700,0.667,13.776
SH.600674,Sichuan Chuantou Energy,15.63,16.897,1.716,28451500,0.815,13.772999999999998
SH.600572,Zhejiang Conba Pharmaceutical,4.28,17.469,1.528,32432450,0.782,13.768199999999997
SH.603338,Zhejiang Dingli Machinery,49.31,15.327,2.246,2855660,0.558,13.761
SH.603713,Milkyway Intelligent Supply Chain Service Group,57.8,16.172,1.966,1548515,0.962,13.758
SH.603788,Ningbo Gaofa Automotive Control System,14.79,17.318,1.596,1610200,0.769,13.736399999999998
SH.603658,Autobio Diagnostics,32.78,15.684,2.141,1455719,0.79,13.7358
SH.601033,Grandtop Yongxing Group,16.41,17.993,1.379,6803029,0.834,13.722
SZ.301039,CIMC Vehicles,9.01,18.692,1.146,18111912,0.937,13.721999999999998
SH.601949,China Publishing & Media Holdings,6.24,18.461,1.231,8868900,0.533,13.7076
SZ.000429,Guangdong Provincial Expressway Development,12.85,14.907,2.416,6409070,0.793,13.706999999999999
SZ.301276,Beijing Jiaman Dress,23.49,17.781,1.46,2124781,0.693,13.703399999999998
SZ.200725,Boe Technology Group,3.05,19.934,0.781,1119500,0.416,13.633799999999999
SZ.002538,Anhui Sierte Fertilizer Industry,6.93,18.986,1.102,17474450,0.911,13.624799999999999
SZ.000915,Shandong Wit Dyne Health,31.33,14.24,2.685,2578301,0.731,13.623
SZ.000523,Hongmian Zhihui Science And Technology Innovation,3.44,12.285,3.339,21191390,0.691,13.6188
SH.600909,Huaan,5.6,18.918,1.13,45441037,0.661,13.6152
SH.600425,Xinjiang Qingsong Building Materials And Chemicals Group,4.23,19.227,1.038,18517700,0.617,13.5954
SZ.000333,"Midea Group Co., Ltd",74.32,14.661,2.56,17708533,0.648,13.5954
SZ.000987,Guangzhou Yuexiu Capital Holdings Group,8.4,18.38,1.331,25783816,0.592,13.576200000000002
SZ.000048,Shenzhen Kingkey Smart Agriculture Times,20.0,14.858,2.51,12342290,0.709,13.567200000000001
SZ.002158,Shanghai Hanbell Precise Machinery,22.74,14.097,2.789,2754500,0.513,13.521600000000001
SZ.002098,Fujian SBS Zipper Science & Technology,8.95,15.868,2.202,2545600,0.693,13.5156
SH.600007,China World Trade Center,20.14,16.073,2.138,1851400,0.751,13.507799999999998
SZ.002790,Xiamen R&T Plumbing Technology,7.75,17.898,1.535,2321300,0.534,13.498199999999999
SH.688389,"Shenzhen Lifotronic Technology Co., Ltd.",12.16,15.086,2.479,2572416,0.825,13.4862
SH.600559,Hebei Hengshui Laobaigan Liquor,13.39,15.569,2.321,6889955,0.803,13.480799999999997
SH.688349,Sany Renewable Energy,23.65,16.012,2.185,8493824,0.721,13.4598
SZ.002605,Shanghai Yaoji Technology,20.26,15.693,2.299,4571800,0.659,13.446
SH.688526,"Wuhan Keqian Biology Co.,Ltd",14.55,17.743,1.625,1840161,0.635,13.4292
SH.601369,Xi'An Shaangu Power,10.08,16.688,1.977,10024168,0.67,13.4286
SH.600329,Tianjin Pharmaceutical Da Ren Tang Group Corporation,43.74,15.108,4.729,6510750,1.441,13.422999999999998
SZ.002833,Guangzhou KDT Machinery Group,17.66,14.475,2.729,2782995,0.577,13.402800000000001
SZ.002986,"Hunan Yussen Energy Technology Co., Ltd.",14.75,18.254,1.471,3762200,0.369,13.399799999999999
SH.603529,Aima Technology Group,31.91,13.928,2.913,24074004,0.83,13.399799999999999
SZ.000591,CECEP Solar Energy,6.14,19.679,0.999,214277956,0.835,13.3944
SH.603718,Shanghai Hile Bio-Technology,4.46,16.958,1.917,9483130,0.659,13.374600000000003
SH.600833,Shanghai No.1 Pharmacy,11.68,15.978,2.244,2894700,0.734,13.373999999999999
SH.603217,Yuanli Chemical Group,24.68,24.804,1.528,3873926,1.451,13.3672
SH.600480,Ling Yun Industrial Corporation,9.74,18.171,1.527,13199046,0.87,13.348799999999999
SH.603215,Zhejiang Biyi Electric Appliance,19.96,26.864,3.088,5642400,2.23,13.3232
SZ.003816,"CGN Power Co.,Ltd.",4.6,23.834,1.886,413558983,1.303,13.3048
SZ.002507,Chongqing Fuling Zhacai Group,12.4,17.893,1.653,10954053,0.609,13.288799999999997
SH.601512,China-Singapore Suzhou Industrial Park Development Group,8.63,20.305,0.857,2856900,0.694,13.274400000000002
SZ.300979,Huali Industrial Group,43.34,13.169,3.245,979918,0.487,13.257599999999998
SZ.300307,Ningbo Cixing,6.45,18.169,1.579,6346600,0.762,13.256400000000001
SH.603970,Sino-Agri Leading Biosciences,12.44,16.433,2.159,2061272,0.579,13.254000000000001
SH.603194,Zhejiang E-P Equipment,32.28,15.415,2.501,961607,0.554,13.2492
SH.601816,Beijing-Shanghai High Speed Railway,5.04,19.31,1.206,152171028,0.862,13.243200000000002
SH.688596,Shanghai Gentech,28.6,15.942,2.333,3245597,0.647,13.2354
SH.688169,Beijing Roborock Technology,122.5,16.059,2.306,1731983,0.544,13.213799999999997
SH.600854,Jiangsu Chunlan Refrigerating Equipment Stock,5.08,19.766,1.076,11009700,0.832,13.2036
SZ.000821,J.S. Corrugating Machinery,12.18,17.703,1.77,23421123,0.787,13.192200000000001
SH.603855,Warom Technology Incorporated,18.96,13.839,3.058,1611100,0.527,13.192200000000001
SH.600351,Yabao Pharmaceutical Group,6.32,18.005,1.678,9896853,0.859,13.176599999999999
SZ.002722,Wuchan Zhongda Geron,14.04,19.802,1.091,2950999,0.754,13.154999999999998
SZ.000680,Shantui Construction Machinery,11.76,14.572,2.857,32672540,0.887,13.114199999999999
SZ.002978,Sichuan Anning Iron And Titanium,32.21,17.854,1.78,3858900,0.683,13.083599999999999
SH.600233,YTO Express Group,19.99,17.056,2.05,19091642,0.633,13.0764
SZ.000541,Foshan Electrical and Lighting,5.63,19.347,1.288,6772168,0.594,13.073399999999998
SZ.000951,Sinotruk Jinan Truck,22.74,18.061,1.718,14195885,0.717,13.071
SZ.002026,Shandong Weida Machinery,12.77,18.751,1.497,3967500,0.471,13.054799999999998
SZ.002884,Guangdong LingXiao Pump Industry,18.28,14.777,2.827,2367457,0.454,13.0452
SH.600872,Jonjee Hi-Tech Industrial And Commercial Holding,18.17,15.841,2.486,5176100,0.536,13.020599999999998
SH.603967,China Master Logistics,12.83,17.599,1.901,2965430,0.816,13.0188
SH.600618,Shanghai Chlor-alkali Chemical,12.59,18.487,1.605,12487896,0.917,13.0188
SH.600755,"Xiamen ITG Group Corp.,Ltd.",6.23,21.262,0.684,20523630,0.749,13.0116
SH.603158,Changzhou Tenglong Auto Parts,11.54,22.671,2.437,33793700,1.034,13.0108
SZ.002236,Zhejiang Dahua Technology,16.75,18.947,1.463,16857216,0.516,12.9984
SZ.000672,Gansu Shangfeng Cement,12.48,19.289,1.363,8220060,0.501,12.9732
SH.603165,Zhejiang Rongsheng Environmental Protection Paper Joint Stock,15.0,16.778,2.201,22575421,0.774,12.9714
SZ.001205,"Nanjing Shenghang Shipping Co,",14.26,19.534,1.287,3732395,0.886,12.963000000000003
SH.603102,Weihai Baihe Biology Technological,40.56,18.631,1.594,560100,0.569,12.952199999999998
SH.600863,Inner Mongolia Mengdian Huaneng Thermal Power Corporation,5.33,17.946,1.844,75678270,0.951,12.913199999999998
SH.600526,Zhejiang Feida Enviromental Science & Technology,5.48,20.221,1.089,12154100,0.96,12.9072
SZ.002303,"MYS Group Co., Ltd.",3.63,19.728,1.256,21851877,0.889,12.902399999999998
SH.605090,Jiangxi Jovo Energy,38.55,16.149,2.453,10969145,0.56,12.895199999999997
SZ.000419,Changsha Tongcheng Holdings,5.76,20.869,0.895,5593444,0.698,12.867600000000001
